"","ID2","lat","long","el"
"1",49543580,45.4021694444,-121.5705472222,"."
"2",70985842,45.4733722222,-122.5517944444,"."
"3",72065878,45.3716305556,-122.6156833333,"."
"4",105380048,47.45738852,-122.16143241,"."
"5",106558318,47.6387633333,-122.3009716667,"."
"6",106897907,47.4360359989,-122.1864119545,"."
"7",106897926,47.440528193,-122.1927345917,"."
"8",106897952,47.4349676036,-122.2049205378,"."
"9",106947543,47.73358,-122.35298,"."
"10",106948874,47.7241833333,-122.3651366667,"."
"11",106949198,47.6985166667,-122.3808416667,"."
"12",106950175,47.6888416667,-122.3779333333,"."
"13",107220192,47.65638,-122.3561866667,"."
"14",107220272,47.6603283333,-122.356095,"."
"15",107220490,47.6602133333,-122.3629216667,"."
"16",107223818,47.68443,-122.3303533333,"."
"17",107224461,47.6912083333,-122.302345,"."
"18",107224666,47.50417444,-122.14826208,"."
"19",107224907,47.6911866667,-122.3025283333,"."
"20",107225052,47.50416687,-122.14647305,"."
"21",107225684,47.6675838,-122.4003124,"."
"22",107439069,47.4729583333,-122.223275,"."
"23",107502297,47.44512209,-122.19121544,"."
"24",107502653,47.52748791,-122.19923301,"."
"25",107503341,47.52348504,-122.2049297,"."
"26",107505113,47.52758532,-122.19460508,"."
"27",107505451,47.52640526,-122.19375581,"."
"28",107505981,47.52642809,-122.19394692,"."
"29",107506213,47.52517588,-122.19430265,"."
"30",107506569,47.52457841,-122.19390803,"."
"31",107507103,47.52145343,-122.18882601,"."
"32",107508353,47.52145123,-122.1884319,"."
"33",107509358,47.50808136,-122.19624491,"."
"34",107509505,47.50257988,-122.17661843,"."
"35",107509716,47.50257714,-122.17657974,"."
"36",107509934,47.50385784,-122.17715693,"."
"37",107510152,47.503789,-122.177255,"."
"38",107511981,47.51840475,-122.15702242,"."
"39",107514370,47.49063392,-122.22301527,"."
"40",107515026,47.4873922507,-122.2187989578,"."
"41",107516067,47.48322768,-122.22053626,"."
"42",107516534,47.4837079,-122.220817,"."
"43",107733670,47.6503282612,-122.3958091392,"."
"44",107734927,47.644325,-122.4167783333,"."
"45",107735423,47.640725,-122.4138633333,"."
"46",107836045,47.48327517,-122.22106027,"."
"47",107836241,47.4277666,-122.1997064,"."
"48",107836448,47.4276966,-122.199956,"."
"49",107838410,47.4540786,-122.211692,"."
"50",107838787,47.4525316,-122.2125941,"."
"51",107850812,47.44786319,-122.19683435,"."
"52",107852500,47.46689253,-122.16270397,"."
"53",107852831,47.46997741,-122.16699908,"."
"54",107855446,47.47807418,-122.22395076,"."
"55",107855536,47.48317699,-122.22027208,"."
"56",107855819,47.46573785,-122.23667923,"."
"57",107856302,47.46598863,-122.2367272,"."
"58",107857044,47.46567704,-122.23525252,"."
"59",107914257,47.6309583333,-122.28457,"."
"60",107914938,47.630845,-122.2840366667,"."
"61",107915414,47.6306533333,-122.2841333333,"."
"62",107915838,47.6307866667,-122.284125,"."
"63",107917955,47.6106916667,-122.2975216667,"."
"64",107918320,47.6091383333,-122.2975833333,"."
"65",107918973,47.6050716667,-122.306275,"."
"66",107919816,47.6032116667,-122.29895,"."
"67",107920288,47.6020083333,-122.293725,"."
"68",107921136,47.5999333333,-122.296105,"."
"69",107925828,47.5963783333,-122.2877883333,"."
"70",108617146,47.69043,-122.2934633333,"."
"71",108617731,47.6923833333,-122.2836,"."
"72",108618443,47.6925416667,-122.2825616667,"."
"73",108618985,47.692955,-122.282525,"."
"74",108627260,47.69635,-122.280045,"."
"75",108627268,47.6978833333,-122.280005,"."
"76",108627321,47.6993466667,-122.2960133333,"."
"77",108627364,47.7045166667,-122.28543,"."
"78",108627414,47.711025,-122.2811366667,"."
"79",108627665,47.714175,-122.2803033333,"."
"80",108627812,47.73193,-122.289445,"."
"81",108628000,47.6941716667,-122.2755583333,"."
"82",108658033,47.46808271,-122.22543268,"."
"83",108759155,47.44045263,-122.19290703,"."
"84",108770267,47.4358686313,-122.1807960793,"."
"85",108770497,47.4690523469,-122.1590209007,"."
"86",108773144,47.47884659,-122.15810283,"."
"87",108776483,47.47559078,-122.17638111,"."
"88",108776540,47.47582608,-122.17642567,"."
"89",108776574,47.46714686,-122.16436841,"."
"90",108776616,47.46718618,-122.16445402,"."
"91",108776635,47.46756614,-122.16531245,"."
"92",108776647,47.46697114,-122.1744248,"."
"93",108835581,47.5342,-122.3379966667,"."
"94",108835600,47.545355,-122.3610833333,"."
"95",108835665,47.5349366667,-122.3581866667,"."
"96",108835732,47.5200616667,-122.360475,"."
"97",108835771,47.5184783333,-122.3578416667,"."
"98",108835871,47.5168216667,-122.2595283333,"."
"99",108835930,47.5173716667,-122.2848666667,"."
"100",108836002,47.5224416667,-122.2810133333,"."
"101",108836046,47.5229133333,-122.2808133333,"."
"102",108836112,47.52618,-122.27672,"."
"103",108836146,47.5261833333,-122.2765583333,"."
"104",108836230,47.5261783333,-122.27642,"."
"105",108836366,47.526295,-122.2836533333,"."
"106",108836462,47.55135,-122.2888033333,"."
"107",108836535,47.55045,-122.2827833333,"."
"108",108836577,47.5505,-122.281295,"."
"109",108836665,47.5552366667,-122.2799383333,"."
"110",108836722,47.5769966667,-122.3091133333,"."
"111",108836763,47.5835133333,-122.308145,"."
"112",118985019,45.51707434,-122.71802904,"."
"113",125727261,45.2109134,-122.3047071,"."
"114",125802605,47.3873883333,-122.3024833333,"."
"115",125809304,47.3874533333,-122.3013616667,"."
"116",125811114,47.385955,-122.3024366667,"."
"117",126170044,45.5330111111,-122.6988055556,"."
"118",126307172,45.4294166667,-122.7740111111,"."
"119",126999414,48.5212707139,-123.3668531811,"."
"120",127124879,45.6611095788,-122.6731729602,"."
"121",127126098,45.660732652,-122.6735419391,"."
"122",127126848,45.660732652,-122.6735419391,"."
"123",127127271,45.660732652,-122.6735419391,"."
"124",127800617,47.2771305556,-122.6664055556,"."
"125",127848282,47.369403,-122.211398,"."
"126",128867330,45.3646166667,-122.5938166667,"."
"127",129159774,47.40503,-122.3273633333,"."
"128",129712559,48.4854749619,-123.3951478837,"."
"129",129871445,49.2785227764,-122.7754837275,"."
"130",129911132,45.511306,-122.718024,"."
"131",130566492,47.4820866667,-121.7322216667,"."
"132",131634749,47.0815305,-122.7810533333,"."
"133",131766370,49.2153805556,-123.0387916667,"."
"134",132244546,45.4668805556,-122.6640972222,"."
