"","statistics","layersdepths","ID","lat","long","ph","om","clay","sand","silt","bd","hb","n","ksat","theta_r","theta_s","lambda","alpha"
"2026","mean","15_30",107220192,47.65638,-122.3561866667,5.59529304504395,0.890910303608955,6.57317066192627,56.6043930053711,30.9755382537842,1.19997072219849,0.851624912558087,1.46714329719543,3.99477026810968,0.0315874852240086,0.547180891036987,0.406184554100037,1.18690848204842
"2027","mean","15_30",107220272,47.6603283333,-122.356095,5.5094690322876,0.999707719947222,6.14516162872314,59.9647064208984,28.5870838165283,1.24493646621704,0.855750269041176,1.47404789924622,5.50584428405442,0.0337173715233803,0.530212640762329,0.409632414579391,1.16512737926468
"2028","mean","15_30",107220490,47.6602133333,-122.3629216667,5.51971054077148,1.0446214722829,6.49120235443115,60.1327133178711,29.6769332885742,1.24843442440033,0.877660481980435,1.47188425064087,5.35748974648761,0.0343604311347008,0.528892695903778,0.408493191003799,1.14835977812632
"2029","mean","15_30",107223818,47.68443,-122.3303533333,5.6067476272583,1.59120201114359,7.71052551269531,57.2543869018555,28.8061828613281,1.15619134902954,1.03130379202628,1.43356943130493,6.64045434143329,0.0371741726994514,0.563701391220093,0.386294931173325,0.964565468872444
"2030","mean","15_30",107224461,47.6912083333,-122.302345,5.62871217727661,1.47538079409368,7.66944217681885,52.9809417724609,32.7665367126465,1.09538388252258,1.03785612551637,1.42423176765442,4.20203241947064,0.0330498516559601,0.586647629737854,0.378124505281448,0.930501209060038
"2031","mean","15_30",107224666,47.50417444,-122.14826208,5.65019607543945,0.715950186478454,6.73804903030396,58.2105255126953,30.2678070068359,1.17138814926147,0.839319185808994,1.46942949295044,3.02863736521089,0.0326562188565731,0.557966828346252,0.406929850578308,1.18501633486449
"2032","mean","15_30",107224907,47.6911866667,-122.3025283333,5.63566112518311,2.92018891329033,12.9631996154785,48.5595703125,37.2397270202637,1.07581460475922,1.33163940613651,1.3979389667511,5.55168733011876,0.0418199598789215,0.594032227993011,0.362808734178543,0.741126731482085
"2033","mean","15_30",107225052,47.50416687,-122.14647305,5.64077472686768,0.674594771968487,6.73804903030396,58.3091506958008,30.135383605957,1.15716242790222,0.836071522625588,1.48617780208588,3.27300792420923,0.0325078144669533,0.563334941864014,0.407783359289169,1.19154233261276
"2034","mean","15_30",107225684,47.6675838,-122.4003124,5.68268775939941,1.66502022490906,7.83951282501221,59.5517578125,29.7399997711182,1.2177255153656,1.23360805163016,1.40815424919128,8.31348039512974,0.0399999991059303,0.540480971336365,0.369063198566437,0.80434465137728
"2035","mean","15_30",107299997,47.25368,-122.4917966667,5.55168056488037,0.926508287668941,5.91796875,59.6047973632812,28.869607925415,1.21883678436279,0.851112514089291,1.4787425994873,4.86780627057975,0.0309375002980232,0.54006165266037,0.409471660852432,1.18608373625946
"2036","mean","15_30",107439069,47.4729583333,-122.223275,5.6304759979248,3.43061058096853,19.34375,14.2685546875,60.7248306274414,1.30884766578674,3.66719274611435,1.30687379837036,1.33186214132454,0.0536480918526649,0.506095230579376,0.296371221542358,0.274740474301528
"2037","mean","15_30",107439154,47.66663,-122.4100883333,5.34775543212891,1.60913242029207,6.43059635162354,62.0024490356445,25.7734375,1.32707023620605,0.9184966306692,1.47686219215393,10.3611291085625,0.0399608612060547,0.499218761920929,0.412433594465256,1.09810826366461
"2038","mean","15_30",107502297,47.44512209,-122.19121544,5.64192199707031,0.674649260207193,6.7470703125,58.2565689086914,30.0322265625,1.15803134441376,0.833390176689134,1.48586106300354,3.25445873171534,0.0325426049530506,0.563007056713104,0.407535076141357,1.1929824352137
"2039","mean","15_30",107502653,47.52748791,-122.19923301,5.77540636062622,1.01477837284314,2.5654296875,85.26171875,9.26390266418457,1.38180494308472,1.05815298109077,1.45590817928314,61.1720150672248,0.0397808216512203,0.478564202785492,0.397768288850784,0.946271202674589
"2040","mean","15_30",107503341,47.52348504,-122.2049297,5.77540636062622,1.01477837284314,2.5654296875,85.26171875,9.26390266418457,1.38180494308472,1.05815298109077,1.45590817928314,61.1720150672248,0.0397808216512203,0.478564202785492,0.397768288850784,0.946271202674589
"2041","mean","15_30",107505113,47.52758532,-122.19460508,5.34775543212891,1.60913242029207,6.43059635162354,62.0024490356445,25.7734375,1.32707023620605,0.9184966306692,1.47686219215393,10.3611291085625,0.0399608612060547,0.499218761920929,0.412433594465256,1.09810826366461
"2042","mean","15_30",107505451,47.52640526,-122.19375581,5.77540636062622,1.01477837284314,2.5654296875,85.26171875,9.26390266418457,1.38180494308472,1.05815298109077,1.45590817928314,61.1720150672248,0.0397808216512203,0.478564202785492,0.397768288850784,0.946271202674589
"2043","mean","15_30",107505981,47.52642809,-122.19394692,5.34775543212891,1.60913242029207,6.43059635162354,62.0024490356445,25.7734375,1.32707023620605,0.9184966306692,1.47686219215393,10.3611291085625,0.0399608612060547,0.499218761920929,0.412433594465256,1.09810826366461
